,Topik 1,Topik 2,Topik 3
perpipaan,0.0001394078126303007,7.1261657311893855e-06,6.943163313638124e-06
perpustakaan,6.709341761212774e-06,5.702242843605159e-05,0.0003634625694666655
persada,3.393302292827592e-05,8.477325057559456e-05,6.732161525021491e-06
persaingan,0.00029122851609803886,7.2456486989025026e-06,8.872224199316289e-05
persaingannya,3.964853495407318e-05,7.1261657740092845e-06,6.977012178345045e-06
persamaan,0.00010175881112298227,0.00020471343010810032,6.036868126898556e-05
persatu,7.285971451308172e-05,7.126165750967653e-06,7.008170340349344e-06
persatuan,0.00011925822309947593,6.451070924814142e-05,6.795685783074138e-06
persawahan,6.794919741563332e-06,7.12616572788084e-06,4.024458699582012e-05
persebaran,8.0317087784887e-05,7.141023412139541e-06,0.00020140761276251967
persebarannya,6.852219943134244e-06,7.1261657654944376e-06,4.018656476912198e-05
persebaya,0.00020610008981927595,7.126165675121024e-06,6.732160575710487e-06
persediaan,6.728085662904143e-06,7.137205917326779e-06,0.000612535477867807
persediaannya,6.648390057101124e-06,7.126165685011565e-06,4.039296301287014e-05
persedian,6.648390054458508e-06,7.126165681952829e-06,4.0392963018435696e-05
persegi,5.3331836082487756e-05,6.39803745313396e-05,6.732160647833624e-06
persen,3.989030710177713e-05,0.00014947315215714773,6.898770576067482e-06
persentas,0.0008306543815375011,0.00013904848589916535,0.0006297729694641457
persentasi,6.6483900516621335e-06,7.126165678755349e-06,4.039296302428803e-05
perseorangan,6.648390054261379e-06,7.126165681667709e-06,7.405376563388133e-05
persepsi,5.79601213513815e-05,4.343588394675554e-05,0.00012243655370351147
persero,6.697520661856598e-06,0.00011367355548956592,0.00017531243801940008
perseroâ,6.648390071691216e-06,7.2085363610715884e-06,4.031514658965024e-05
persetujuan,7.078645536599029e-06,4.229581835549568e-05,6.732160709968034e-06
persi,0.0001049456441041361,7.185359827065828e-06,8.122835494044688e-06
persial,3.8828601264840354e-05,8.264204197324716e-06,6.732160756367264e-06
persidangan,6.648390072959165e-06,7.126165703153832e-06,0.00010771456820960004
persimpangan,7.310062905616553e-05,7.160101720077833e-06,6.7321605926281705e-06
person,6.791008329217996e-06,0.00018131934391815268,7.765131126840781e-05
perspect,8.003582847720267e-06,0.0004688428117302224,6.761954236561011e-06
perspektif,0.0002035368962009933,0.00016651542716062455,9.437662634031583e-05
persuratan,3.836563407764131e-05,7.126165895178332e-06,8.276077647527177e-06
persyaratan,7.30939454298442e-05,7.126165692413343e-06,6.77098814101446e-06
pertahanan,0.0001063742842458504,4.258140293781482e-05,6.897998044325146e-06
pertahun,6.648390053527628e-06,7.1261656808335936e-06,4.039296302043566e-05
pertamamenengah,3.9890339843578096e-05,7.126165694464371e-06,6.732160593134273e-06
pertambahan,6.676884323715608e-06,7.136080790982942e-06,7.401554542934304e-05
pertambakan,6.794923120412236e-06,7.126165727880952e-06,4.0244583574397197e-05
pertamina,3.9846243313430294e-05,7.126165703033567e-06,6.7768127367907795e-06
pertaminaâ,6.648390071691216e-06,7.208536361076795e-06,4.031514658964532e-05
pertandingan,0.00033898896345026187,7.126165705011052e-06,6.812081349978648e-06
pertanggung,6.648390071636819e-06,7.132273907932302e-06,4.0387192498350225e-05
pertanggungjawaban,6.648390071636793e-06,7.132273862900547e-06,4.038719254089221e-05
pertani,6.777262671294324e-06,4.261885971935085e-05,6.73216060224734e-06
pertanian,0.0012026629993590252,9.825145988136696e-05,5.599274125443832e-05
pertanyaanpertanyaan,3.9190621817444685e-05,7.448251020854232e-06,7.136417895130305e-06
pertarungan,3.9890339854267564e-05,7.126165688533808e-06,6.732160587912822e-06
pertemanan,6.648390057478584e-06,7.835521581269804e-05,6.762963651812119e-06
pertemuan,7.291208360609168e-05,7.838785848616305e-05,6.955106843930058e-06
pertimbangan,0.0005716819092559857,7.153888693131314e-06,6.786604146223053e-06
pertokoan,3.930118785456706e-05,7.75765599692314e-06,6.732160711509459e-06
pertolongan,6.648390062451578e-06,7.126165691046178e-06,4.039296300175126e-05
pertukaran,4.0767167786715814e-05,7.15289089513998e-06,0.00017412305001880001
pertukarannya,6.64839007377357e-06,7.12616570404828e-06,4.0392962978003296e-05
pertumbuhan,0.0005286439578469766,9.025328150697695e-05,0.00020748762288028472
perubahan,0.0005850948169329931,0.00042151919228416686,0.00034228726869252524
perumahan,0.0007379373322581636,7.126165685886554e-06,6.766545802846969e-06
perusahaan,0.0017615323904867208,0.0004923389799344816,0.0030560969791105083
perusahaanperusahaan,6.648390047162159e-06,4.275699359249443e-05,6.73216057434059e-06
perusahan,3.9890339795601174e-05,7.12616572065661e-06,6.732160616971436e-06
perwakilan,6.838376205073574e-06,7.818418241989226e-05,6.732160626382337e-06
pesa,6.648390131603557e-06,4.2478540549290186e-05,6.99521788656614e-06
pesan,0.00035093304399504133,7.191533742596809e-06,0.0008698366180765071
pesanan,6.6483900924125624e-06,0.0001496494901772128,0.00014137535933596667
pesannya,6.648390066447283e-06,7.149190787013379e-06,4.0371210957317136e-05
pesantren,0.0005383429478861133,7.126165720943084e-06,6.911028054560992e-06
pesat,0.00016403506722216562,0.0001448036798200637,0.0012656939761462658
pesatkebutuhan,7.049506929010731e-06,4.228497301111314e-05,6.771912173746049e-06
pesatnya,7.816797216041873e-05,7.225331434913779e-06,6.886095040694335e-05
peserta,0.0007717197745320875,7.1719373502694565e-06,0.001251625699047779
pesimistik,3.9738193735509566e-05,7.126165728948607e-06,6.886223727972861e-06
pesisir,6.713696201047283e-06,7.126165694179808e-06,0.0001749700444546056
pessimist,6.715587973870791e-06,7.126165754631529e-06,4.032491832828801e-05
peta,0.00038685691733131154,0.0002460033491276702,0.0005741913666090567
petak,6.648390088625232e-06,7.1261657211124946e-06,4.039296294684363e-05
petama,3.956860166256657e-05,7.1261657767861186e-06,7.057952636359271e-06
petambak,6.7259499953724044e-06,7.126165705168382e-06,4.031442579076763e-05
petani,0.000378756289623924,0.00018531401901393066,0.00026945905663894256
petanian,6.77726266377661e-06,4.2618859727408816e-05,6.73216060224734e-06
peternak,6.6483900484167166e-06,0.00022087559861229988,6.765731221881762e-06
peternakan,3.989032300898493e-05,0.00011385478245749021,6.886984907533446e-06
petualangan,6.7036687816708095e-06,7.126165689195756e-06,7.399779038057695e-05
petuga,6.909566865248579e-05,7.341330186404781e-06,0.00044820680962020945
petunjuk,7.302264464090689e-05,7.191680973825889e-06,6.781294381457366e-06
pewarna,3.989033983918152e-05,7.126165696799554e-06,6.732160595380154e-06
pgplsql,3.989033980746294e-05,7.1261657142802955e-06,6.73216061098403e-06
pgri,6.7988172819173065e-06,7.126165708123034e-06,0.00014122304820951426
pgrout,7.3132260191436e-05,7.12616578835797e-06,0.0001413754009776745
phase,7.24067411731855e-05,7.903854488995256e-06,6.732160805704222e-06
phaseonli,3.901257965052431e-05,8.067004411487285e-06,6.732160846977169e-06
phone,6.729809886163806e-06,0.00021739510046819743,0.00011095375502508512
photodioda,3.9890339865061135e-05,7.1261656829224836e-06,6.732160582284334e-06
php,0.00035073565416844724,7.143702564206456e-06,0.0007690992737908316
phpdatabas,6.648390068821248e-06,7.1261656982921115e-06,4.0392962988455974e-05
phpmyadmin,6.648390072068399e-06,7.1261657020869004e-06,4.039296298158289e-05
physic,6.689862618563493e-06,7.126165707843523e-06,4.035096787044645e-05
pi,6.680892445808706e-06,0.0001139838116316298,6.732160572325588e-06
pia,6.984389990251453e-06,4.2396847485933426e-05,6.732160649415074e-06
pictur,6.648390050631072e-06,4.27569935849934e-05,6.732160577914228e-06
pihakpihak,6.969622725789788e-06,8.823397913482287e-05,9.808752392266056e-05
pikir,6.648390052583409e-06,7.126165679756935e-06,4.039296302240892e-05
pikiran,7.025793350055283e-06,7.190828377345535e-06,7.361051950934285e-05
piksel,4.188919306716999e-05,0.0006460621070010671,6.993341446043108e-06
pil,3.9890339809556096e-05,7.126165712871806e-06,6.732160610195121e-06
pilahan,6.648390110810228e-06,4.264814688400847e-05,6.834989092952014e-06
pilih,7.299172055226466e-05,7.232039898744244e-06,6.774480633984841e-06
pilihan,0.0006219520796642752,0.0001409516415147436,0.0004017165815151633
pilihnya,6.678906801637405e-06,7.126165698228224e-06,4.036206174110092e-05
pimpinan,4.9828424035095405e-05,6.743403324150332e-05,7.017009901916042e-06
ping,6.6483901550963234e-06,4.2320574156692894e-05,7.1444503067852265e-06
pingpong,3.979141384175585e-05,7.126165748274531e-06,6.83233302369097e-06
pinjam,6.648390055564813e-06,7.126165683174381e-06,4.039296301616143e-05
pinjaman,7.062074215415074e-06,0.0005055143456571159,6.732160687808427e-06
pintar,6.72482792960383e-06,7.126165685560669e-06,0.0003432627855477643
pintu,7.283805584499151e-05,7.441546315676993e-06,4.039296132495395e-05
pipa,3.989032953717049e-05,7.126165791880246e-06,7.405377616699385e-05
pipe,3.9890339822054196e-05,7.126165706214333e-06,6.732160603828984e-06
pir,6.680892445808706e-06,0.0001139838116316298,6.732160572325588e-06
piranti,6.648390055037537e-06,4.275699357538618e-05,6.73216058252824e-06
piutang,7.311747064293487e-06,4.204596532572799e-05,6.7321607513471795e-06
pixel,0.00010863949910996187,0.00018332257990029567,0.00010727025029915728
pixelpixel,6.648390058297542e-06,4.275699356827373e-05,6.732160585946336e-06
pjj,6.6483900512554645e-06,7.126165678290393e-06,7.405376564011572e-05
pjm,2.3551821940872693e-05,7.126165783538528e-06,5.693734834596972e-05
pkh,3.989033978770964e-05,7.126165725039559e-06,6.732160620821742e-06
pl,0.00010637423981434804,7.12616569745581e-06,6.732160595810453e-06
place,7.169450843164236e-06,4.219848751250817e-05,6.732160674329034e-06
placement,0.00010637423984182512,7.126165682248245e-06,6.7321605823539895e-06
plagiar,6.668673699559213e-06,7.836608036192962e-05,6.732160584153777e-06
plagiarism,6.657145471612439e-06,0.0010047786042565654,6.733448188836642e-06
plagiasi,6.648390061827508e-06,0.0005772194148139167,6.7321605896076815e-06
plagiatism,6.648390074702621e-06,7.126165705263567e-06,4.039296297591444e-05
plain,6.648390096732786e-06,4.261991320094965e-05,6.861661752289472e-06
plaintek,2.87505779164056e-05,7.126165984712107e-06,1.8012284604666955e-05
plaintext,6.662189751170728e-06,7.299702613607912e-06,0.0002758406656589577
plan,6.697878583290495e-06,0.00022234610260697912,0.0003419344453212717
plane,3.975520320636091e-05,7.1261657887415516e-06,6.868999879244645e-06
planner,6.648390041796102e-06,0.00018525514049584098,6.7559346161081705e-06
plasmodium,3.940190115821378e-05,7.649705152815373e-06,6.732160659096351e-06
plastec,6.648390054524461e-06,7.1261656820643765e-06,7.405376563324019e-05
plat,0.0003005614328405223,0.0005828622470367006,6.732160628670469e-06
platform,0.0005449016059229571,2.9567344196208773e-05,0.0003156773486581411
play,4.899425141366136e-05,6.781482727731727e-05,7.501953233996685e-06
playabl,3.9890339854267564e-05,7.126165688533808e-06,6.732160587912822e-06
player,0.0003740675831700764,7.12616572575184e-06,0.00024057788764030337
playernya,3.979141384175585e-05,7.126165748274531e-06,6.83233302369097e-06
ploso,6.648390080341655e-06,0.00011388112068466825,6.86208564465005e-06
plot,6.648390054979921e-06,7.126165682557161e-06,4.039296301733679e-05
pm,3.989033985045955e-05,7.126165690652686e-06,6.732160589767084e-06
pmbok,6.648390042271874e-06,7.126165667903857e-06,0.00037700098919349757
pmdk,6.861509194332578e-06,7.126165746984035e-06,0.00010749876371966742
pmdoc,6.648390082851511e-06,7.126165714560163e-06,4.0392962958880206e-05
pmg,3.9525012980750554e-05,7.126165793968189e-06,7.102090524650888e-06
pmi,6.648390056794958e-06,7.12775619783451e-06,0.00010771306566960146
pn,0.00020610008983015435,7.126165669160124e-06,6.732160570326438e-06
po,4.647195153139777e-05,7.126165750824235e-06,0.000740605277269983
poc,7.24067411731855e-05,7.903854488995256e-06,6.732160805704222e-06
podhek,3.989033983918152e-05,7.126165696799554e-06,6.732160595380154e-06
pohon,0.0006130957410679641,0.0004283115530285428,0.00030751671780230775
poin,0.00010219211888936137,7.1272742495878e-06,0.00014560913995399554
point,5.198068517799928e-05,0.0001641622629663616,0.0002837263246789682
pointer,6.648390052558904e-06,7.838782166436054e-05,6.732160579949313e-06
pokok,5.838632395658457e-05,0.00011312274274406132,0.0002244751156948178
pola,0.0004016476526305116,0.0020263112087194534,0.0013345780683934824
polapola,6.648390055500309e-06,7.126165683123715e-06,4.0392963016274616e-05
poli,6.64839004609137e-06,7.126165672259838e-06,0.0001750361734958783
polif,6.648390047899366e-06,7.838782167451132e-05,6.732160575078068e-06
polisi,6.648390131960158e-06,4.2756993331558706e-05,4.039296334962582e-05
politik,3.9728384756484746e-05,7.299747590109909e-06,4.039297438122195e-05
pondasi,3.951954816943738e-05,7.126165787073431e-06,7.107624199753283e-06
pondok,0.00017266922903501803,7.126165728243494e-06,6.923451620572703e-06
ponsel,7.160772444387317e-06,7.1261657017807065e-06,0.00010719572975895675
pool,6.648390055600965e-06,7.838782165798481e-05,6.73216058289212e-06
popul,0.00018498453552521571,0.00016290105421015955,0.00021755969144565636
popular,5.401057538316438e-05,0.00020565322346438532,6.8483105007193644e-06
popularita,3.989033240580845e-05,7.838785583150723e-05,4.039293864726929e-05
populasi,6.64839003956658e-06,0.00011401864977609756,6.732160566487475e-06
porblem,6.9374035427399834e-06,4.2447210536692445e-05,6.73216064999567e-06
pornografi,6.648390051746681e-06,7.1261656788419015e-06,0.0001077145682540477
porong,6.667537488053069e-06,7.126165715601634e-06,4.037357429302541e-05
porsi,3.978980140903092e-05,7.233929118328431e-06,6.732160630826225e-06
port,6.648390050982102e-06,7.1261656779762075e-06,7.405376564068936e-05
portabl,6.648390065096174e-06,7.1261656941602204e-06,4.039296299613146e-05
portal,6.655700037376604e-06,7.194309330894485e-06,0.0001749643953962067
portalâ,6.648390063035322e-06,7.12616569173894e-06,4.0392963000505695e-05
porter,3.966339339671589e-05,7.369421231974079e-06,6.732160633247645e-06
pose,6.648390040474964e-06,0.0005415885867767471,6.732160567414228e-06
posisi,0.002284053179086924,0.00015341674265044705,5.33290032371345e-05
posisinya,0.00010588222628719325,7.321710940498053e-06,7.045639989802152e-06
posit,9.188499722535061e-05,7.126165735610891e-06,8.872557460333995e-05
positif,0.000305026245458684,0.0003103431267992824,0.0007645746911985244
positifnegatif,6.648390083837496e-06,7.169098510451338e-06,4.0352403912590755e-05
posko,6.8196743390830815e-06,7.820422827863819e-05,6.732160613270963e-06
poskoposko,6.849534100334203e-06,4.254139459664204e-05,6.732160626934008e-06
possibl,6.9779984095885596e-06,4.240369834464871e-05,6.732160689463962e-06
post,6.718558719748927e-06,7.1880608752430175e-06,0.00010758504243587162
poster,3.375467385604384e-05,7.1261657766081646e-06,4.660593925798444e-05
postest,6.648390047917198e-06,7.1261656744823195e-06,7.405376564709361e-05
postgi,6.64839009135754e-06,7.12616572428121e-06,4.039296294108335e-05
postgresql,6.648390105857386e-06,7.180979414560654e-06,7.400198249533057e-05
postgresqlpostgi,5.466259171359657e-05,7.126165768617244e-06,2.543457909127652e-05
postif,3.717333932586666e-05,7.340765108279603e-06,9.28066141727283e-06
postprun,6.777698116754622e-06,7.213088715224978e-06,0.00010750151382231857
posttest,6.698824169934327e-06,7.126165694439235e-06,0.00010766349864501498
postur,6.648390052468429e-06,4.2756993581018616e-05,6.732160579808726e-06
posyandu,6.648390053955561e-06,7.126165681374536e-06,0.00030967938393906304
potensi,0.0008773418022506981,0.00010466531565758018,0.00011006736999738821
potenti,6.9779984095885596e-06,4.240369834464871e-05,6.732160689463962e-06
potongan,3.987127393249178e-05,7.126165692593665e-06,6.751466738768418e-06
power,3.989034203517781e-05,4.2756992468857865e-05,4.0392962225054e-05
ppa,0.00030458608596273837,7.943980765061868e-06,7.215038542944598e-06
ppkn,2.9685748776777437e-05,5.359999537959223e-05,6.821837791508989e-06
ppm,6.648390066424795e-06,7.126165695702454e-06,0.00014137537083820032
pra,6.648390059551125e-06,4.275699356558443e-05,6.732160587217558e-06
prafonik,6.648390059928923e-06,7.151421747708023e-06,7.40299059678253e-05
prajurit,3.9890339800625564e-05,7.126165717967434e-06,6.732160614424243e-06
prakandidat,6.648390046420892e-06,4.275699359412791e-05,6.732160573548044e-06
praktek,7.303112682686391e-05,0.00029154776099011984,7.425069815004716e-06
praktekframework,6.648390239516004e-06,4.184063895804599e-05,7.597849843209508e-06
prakteknya,6.648390070303904e-06,4.275699354233342e-05,6.732160598294662e-06
prakti,0.00011294991752937795,7.191058452124482e-06,0.00016831633677367514
praktik,6.648390058175039e-06,7.126165686193981e-06,4.0392963010665646e-05
praktikum,4.215656181956675e-05,0.0002891149294690317,7.326175966783353e-06
pramuka,0.00037225682720025643,7.126165686823342e-06,6.785841088711285e-06
prapemrosesan,6.6483900589374096e-06,4.274431003133439e-05,6.744142850537499e-06
prapengolahan,6.648390059491171e-06,4.275699356577005e-05,6.732160587102916e-06
prapros,6.648390049261177e-06,4.275699358793406e-05,6.732160576523338e-06
prasarana,0.0002344905635534903,7.1674076245959155e-06,0.00014624901479636264
prasekolah,6.648390070065662e-06,7.221731832247829e-06,7.396348331156777e-05
prasetyo,3.989033986250028e-05,7.126165684057601e-06,6.732160583805131e-06
prasyarat,3.512968306989801e-05,1.3065790481039727e-05,0.00010692398663123111
precis,9.633628834240343e-05,0.001791246916712082,1.4459856512170286e-05
preciss,6.3887048441645e-05,0.00012334869719842124,7.279703422159044e-06
precissionnya,7.313228986750785e-05,7.126165674773307e-06,6.732160575470866e-06
predikat,6.6483900644104265e-06,7.126165693301025e-06,4.039296299763754e-05
prediksi,0.0002127987017601068,9.793954546669534e-05,0.0006210336845099395
preedefin,3.9098767160532275e-05,7.85707460689727e-06,6.843210167353179e-06
preeklamasi,6.648390043029741e-06,7.83878216852436e-05,6.732160569870189e-06
preeklamsi,6.648390039794692e-06,0.00014964947785936229,6.732160566530565e-06
prefer,8.468297190223642e-06,7.90403326072124e-05,0.00020623770441050522
preferensi,6.881834663259641e-06,6.224348591248003e-05,0.0002237123070225861
preferensinya,6.678631192969553e-06,4.272457918334996e-05,6.732160605570376e-06
prefix,3.966339339671589e-05,7.369421231974079e-06,6.732160633247645e-06
preklamasi,6.648390049864076e-06,4.275699358686218e-05,6.732160576925449e-06
premi,3.989033981416765e-05,7.126165710500403e-06,6.732160607765772e-06
premium,7.309490093633532e-05,7.126165689946879e-06,6.770020597355338e-06
prepocess,6.648390056702963e-06,0.00014964439927369851,6.736958340495011e-06
preprocees,6.648390110810228e-06,4.264814688400847e-05,6.834989092952014e-06
preprocess,6.65572112960697e-06,0.002287480204179051,6.742647572777349e-06
preprocessor,7.024535356388425e-06,4.121345824281333e-05,7.809469198049768e-06
preproses,3.924295826468273e-05,7.820070163444902e-06,6.732160708758251e-06
preprosess,6.648390052389503e-06,4.275699358118562e-05,6.732160579730874e-06
preprpocess,6.648390110810228e-06,4.264814688400847e-05,6.834989092952014e-06
preprun,6.875323480332097e-06,7.324697531813267e-06,0.00014095802300740932
presentas,0.0002535379018496724,0.0003154524154323143,0.0005425985768043752
presentasi,0.00011954002144121016,6.377914104380622e-05,7.201456607713845e-06
preshion,6.648390054524461e-06,7.1261656820643765e-06,7.405376563324019e-05
presicion,6.648390045228493e-06,7.838782168028167e-05,6.7321605723313206e-06
presiden,7.313231527673052e-05,7.191909387980915e-06,4.033082871179718e-05
presisi,4.2894028174403626e-05,0.000538356443812742,6.7440636371543434e-06
prespektif,6.64839003807902e-06,0.00014964397858220044,6.737355790854018e-06
prestasi,0.0008672223251010087,7.1375475603582725e-06,0.00017878901723425414
prestasinya,3.9890339853184e-05,7.126165689151826e-06,6.732160588426192e-06
prestasiorganisasi,3.604899410158165e-05,1.1243562935414696e-05,6.73216106287813e-06
prestsasi,7.177277388717424e-06,7.1261658129286595e-06,3.985741151496824e-05
pretest,6.668304585494487e-06,7.126165679626241e-06,0.00024233761325374284
pretopolog,6.648390053706275e-06,7.83878216619214e-05,6.7321605810917715e-06
pretrain,6.6483900580318805e-06,7.838782165245543e-05,6.732160585654209e-06
prevalensi,6.821958755986052e-06,4.275699233327623e-05,7.387801129760879e-05
prevent,6.648390053635846e-06,7.1261656810655e-06,0.00014137537086497822
previou,6.648390060827263e-06,4.275699356283646e-05,6.732160588521359e-06
prewitt,6.648390055020969e-06,4.275699357559184e-05,6.73216058235073e-06
pria,6.648390048779445e-06,4.2756993589007275e-05,6.732160575997255e-06
pribadi,4.5179381126659836e-05,7.151654372699691e-06,0.00020331721302242777
prim,6.64839006721967e-06,7.126165696579872e-06,0.0001413753708365665
prima,6.648390092823166e-06,7.126165725694784e-06,4.0392962938263824e-05
primajaya,6.6737188897997765e-06,7.126165692993326e-06,4.0367315026213315e-05
prime,6.788599571477207e-06,4.26067080553176e-05,6.732160655282777e-06
primer,7.04023793478153e-06,7.126165856351026e-06,7.365698025680684e-05
primitif,6.648390078194341e-06,4.2634829489225806e-05,6.847570203117699e-06
primâ,6.648390057701492e-06,4.275699356968093e-05,6.732160585220508e-06
princip,6.663746844477076e-06,0.0010403454202308733,6.787236522932062e-06
principl,6.682453546728681e-06,0.00022079591717536826,6.8065143762679144e-06
prinsip,0.0001617355390158419,7.553548216268528e-05,8.801114680827719e-05
prinsipnya,6.774847823635733e-06,7.825227618474427e-05,6.732160606889126e-06
print,6.710735676135889e-06,7.797083078263424e-05,7.062964884642713e-06
priorita,0.0008616227997817931,7.1342800775248945e-06,0.0001171405788499822
prism,6.648390063088612e-06,7.126165691899461e-06,4.039296300030009e-05
privasi,6.648390110480452e-06,4.275698298202333e-05,7.40537757636635e-05
prmasalahanpermasalahan,3.989033982036042e-05,7.126165707117499e-06,6.7321606046908514e-06
pro,6.703841392090658e-06,7.321639588202024e-06,7.38129494313647e-05
probabilist,6.648390053483765e-06,4.275699357882925e-05,6.732160580848897e-06
probabilita,0.000219156897762855,0.0003083395858949513,4.555950569398423e-05
probabilitasmetod,3.989033983922319e-05,7.126165696848058e-06,6.732160595292137e-06
probabl,6.648390064828434e-06,4.27569935541946e-05,6.732160592633795e-06
problem,0.0001395715226363892,7.174042804382035e-06,6.732160587803619e-06
procedur,0.00010633439926881551,7.168869325996427e-06,6.73216058849672e-06
process,0.001398855980979692,0.00038936910834122036,0.000558469201634787
processfanp,6.648390053096716e-06,7.126165680381789e-06,4.0392963021298836e-05
processingdimulai,6.6483900618434364e-06,7.126165690395765e-06,4.039296300298152e-05
processor,3.383550909951225e-05,7.492436292726864e-05,1.613524752592927e-05
procur,6.648390113742674e-06,6.444445974698948e-05,8.72262003648729e-05
prodi,6.317193318834308e-05,7.181686632515159e-06,0.00011774797560022835
produc,6.648390043867901e-06,4.275699359965898e-05,6.7321605709079605e-06
product,0.0003722786804231789,7.152109602209423e-06,6.739203034041161e-06
produk,0.0003945028526575964,7.395227167825232e-06,0.0020709750900270094
produkdalam,6.648390092561531e-06,7.1261657256330255e-06,4.0392962938587106e-05
produkdengan,6.648390090141393e-06,7.126165722664175e-06,4.039296294384246e-05
produkmaka,6.648390077510449e-06,7.126165708435056e-06,4.039296297007506e-05
produknya,7.629027813738701e-06,4.1705816169752044e-05,7.405382979306521e-05
produkproduk,6.666108325609718e-06,7.144511919326176e-06,7.401849223437406e-05
produksi,0.00020373453631219914,0.0003043349082388456,0.002084607607044984
produksinya,6.785347096767977e-06,4.617363025052489e-05,0.00013800895720211513
produksipada,3.989033983918152e-05,7.126165696799554e-06,6.732160595380154e-06
produktif,7.809737354852571e-06,0.0002441076750194866,5.096377915729051e-05
produktifblk,6.776185798291976e-06,7.126165730380741e-06,4.026355698672245e-05
produktifita,0.0001724400872239234,7.882394558215986e-05,6.743470201336232e-06
produktivita,0.00016802467183604553,7.126165734717386e-06,0.00031457375433540773
produltif,7.218660169892477e-06,4.214574178914544e-05,6.732160720830756e-06
produsen,9.09637199507203e-05,7.126165746903433e-06,0.00015698006530328606
proe,3.9098767160532275e-05,7.857074606897272e-06,6.843210167353178e-06
profesi,7.310874298705078e-05,7.126165692066486e-06,6.7560041331273224e-06
profesion,3.9864588582917285e-05,7.12616570148534e-06,6.7582363161549435e-06
profesionalism,3.949105793249198e-05,7.126165781073465e-06,7.1364734228209966e-06
profession,7.313228986318913e-05,7.126165677168349e-06,6.732160577581357e-06
profil,0.0007122885992114717,0.00022091104425896838,0.00016738175143168524
profinsi,3.989033979574828e-05,7.126165720627135e-06,6.732160616850311e-06
profit,0.0001047561327267021,7.182204236314142e-06,0.0006142121629260961
profitabilita,6.704159812235048e-06,7.773830899182322e-05,7.289289285765918e-06
proggram,7.024535356388425e-06,4.121345824281333e-05,7.809469198049768e-06
program,0.002222131480009063,0.00019830827887954894,0.0014873751461170301
programbesaran,6.8292985984972585e-06,4.203002429625598e-05,7.235747777883959e-06
programm,7.169450847792789e-06,4.219847308152024e-05,4.039297691738537e-05
programminginterfac,3.9613825030877344e-05,7.422551678577688e-06,6.732160697792178e-06
programnya,3.989033980746294e-05,7.1261657142802955e-06,6.73216061098403e-06
programprogram,0.00013961618981758706,7.126165689123585e-06,6.732160588334282e-06
project,6.657185312376318e-06,5.497508920244891e-05,0.0006683967486483222
prolif,6.648390058273736e-06,4.27569935684084e-05,6.7321605858432105e-06
proliga,3.989033987930937e-05,7.126165674865982e-06,6.732160575467733e-06
promin,6.648390043867901e-06,4.275699359965898e-05,6.7321605709079605e-06
promo,7.306138096057328e-05,7.126165698440724e-06,6.803962920837382e-06
promosi,0.0001700179928306859,8.445334210666438e-06,0.0003786306907201328
propagasi,6.648390092672148e-06,7.126165725787468e-06,4.039296293832919e-05
properti,3.9738193735509865e-05,7.126165728948607e-06,6.886223727972567e-06
propinsi,3.989033975480301e-05,7.126165743058042e-06,6.732160637120615e-06
proporsion,8.15803837196027e-05,7.188579484154379e-06,6.544026198419257e-05
propos,6.648390390845656e-06,0.0004312928592085962,9.947238493746292e-06
prose,0.006025734757059623,0.012998992708088077,0.008533238518879788
prosedur,0.00011233385532474027,0.0003507442882567589,0.00011366838154630563
prosentas,0.0007354730945347711,0.00044169438370827654,0.0001709544996419596
prosesnya,7.313225987125623e-05,0.00011398891225592092,6.760284425664361e-06
prosesperancangan,6.648390072068399e-06,7.1261657020869004e-06,4.039296298158289e-05
prosespros,7.29537266302434e-05,7.126165767772991e-06,6.912973643251352e-06
prosid,6.6483900490761546e-06,7.1261656757642945e-06,4.039296302973228e-05
prospek,6.8267247311568885e-06,7.218293568513219e-06,4.012534715921319e-05
protein,3.716379550767522e-05,8.131030477930694e-05,6.732160635568272e-06
protokol,6.667769540106654e-06,0.00039890435521458003,6.864558901016034e-06
protokolprotokol,6.648390080606205e-06,7.17465876877315e-06,4.034715108374695e-05
prototyp,6.648390069259011e-06,7.221071999081496e-06,7.396410666343145e-05
provid,6.648390083837496e-06,7.169098510451338e-06,4.0352403912590755e-05
provinsi,0.00023789548509676775,4.422426532822456e-05,6.8107958031445455e-06
proxi,7.272724126731564e-05,7.15554426974994e-06,7.114558582062302e-06
proxmox,6.648390046047187e-06,7.126165672315281e-06,0.00014137537088092895
proyek,0.00018237647186504925,7.149143003239707e-06,0.001478147504540028
proyeksi,6.648390041981218e-06,0.00018528030593800422,6.732160568955418e-06
prun,6.648390045659059e-06,4.275699359579485e-05,6.732160572744705e-06
prune,6.8514472540235186e-06,0.0001277102558181999,0.00012823515696258847
psb,6.648390090068166e-06,7.126165722555105e-06,4.039296294401965e-05
pseudo,3.966017061812356e-05,7.372875624310573e-06,6.732160619965122e-06
psikolog,0.0001395736091650278,7.126165683384264e-06,6.7752777676797055e-06
psikot,7.309909361768309e-05,7.12616569511653e-06,6.765775082833593e-06
psikotest,3.989033986011807e-05,7.126165685349463e-06,6.732160584996911e-06
psnr,6.648390097632191e-06,9.375206530342714e-05,0.0001268606150849887
pso,6.679436394865444e-06,0.00029212100489377154,6.7496451184848214e-06
pt,0.00032818075476090554,0.000200094042846631,0.0008116210510716966
